USAF,WBAN,STATION NAME,CTRY,ST,RGN,CALL,LAT,LON,ELEV(M),BEGIN,END
702711,99999,SHEEP MOUNTAIN,US,AK,W,PASP,61.817,-147.55,799.0,19970203,20041231
702715,46407,SKELTON AIRPORT,US,AK,W,PAZK,61.949,-147.169,1002.5,20060101,20220428
702715,99999,EUREKA SKELTON AIR,US,AK,W,PAZK,61.933,-147.167,1002.0,19950708,20051231
702716,99999,TAHNETA PASS,US,AK,W,5GN,61.817,-147.55,900.0,19730102,19960104
702717,99999,SELAWIK,US,AK,W,PALK,66.6,-159.986,7.6,19730101,20160930
702719,99999,SNOWSHOE LAKE,US,AK,W,,62.033,-142.667,735.0,19750917,19761207
702720,26401,ELMENDORF AFB AIRPORT,US,AK,W,PAED,61.253,-149.794,64.6,20060101,20220428
702720,99999,ANCHORAGE/ELMENDORF,US,AK,W,PAED,61.25,-149.8,59.0,19410310,20051231
702725,26491,LAKE HOOD SEAPLANE BASE,US,AK,W,PALH,61.179,-149.965,25.1,20020101,20220428
702725,99999,ANCHORAGE LAKE HOOD,US,AK,W,PALH,61.183,-149.967,22.0,19730104,20011231
702730,26451,TED STEVENS ANCHORAGE INTL,US,AK,W,PANC,61.169,-150.028,38.0,19730101,20220428
702735,26409,MERRILL FIELD AIRPORT,US,AK,W,PAMR,61.216,-149.857,38.4,19450101,20220428
702735,99999,MERRILL FLD,US,AK,W,PAMR,61.2,-149.833,42.0,20000101,20031231
702736,99999,FT RICHARDSON/BRYN&,US,AK,W,,61.267,-149.65,115.0,19760625,19830721
702740,25331,PALMER MUNICIPAL AIRPORT,US,AK,W,PAAQ,61.595,-149.092,70.9,19990101,20220428
702740,99999,PALMER,US,AK,W,PAAQ,61.595,-149.089,74.0,19730101,19981231
702745,26560,WILLOW AIRPORT,US,AK,W,PAUO,61.748,-150.054,62.5,20060101,20111101
702745,99999,WILLOW AIRPORT,US,AK,W,PAUO,61.754,-150.052,67.0,19910207,20051231
702746,26497,BIRCHWOOD AIRPORT,US,AK,W,PABV,61.416,-149.507,29.3,20060101,20220428
702746,99999,BIRCHWOOD,US,AK,W,PABV,61.417,-149.5,29.0,19940103,20051231
702750,26442,NATIONAL WEATHER SERVICE OFFI,US,AK,W,PAVW,61.13,-146.352,29.0,19730101,20140401
702754,99999,VALDEZ,US,AK,W,,61.133,-146.25,37.0,19960815,19961009
702755,46404,MCCARTHY AIRPORT,US,AK,W,PAMX,61.437,-142.904,466.7,20060101,20140901
702755,99999,MCCARTHY,US,AK,W,PAMX,61.433,-142.933,455.0,19740421,20051231
702756,26479,VALDEZ PIONEER FIELD AIRPORT,US,AK,W,PAVD,61.132,-146.244,18.3,20060101,20220428
702756,99999,VALDEZ PIONEER FIEL,US,AK,W,PAVD,61.133,-146.25,36.0,19750501,20051231
702757,26444,WHITTIER AIRPORT,US,AK,W,PAWR,60.783,-148.733,11.9,20060101,20120520
702757,99999,WHITTIER,US,AK,W,PAWR,60.767,-148.683,9.0,19750501,20051231
702758,27517,ALPINE AIRSTRIP,US,AK,W,PALP,70.344,-150.945,5.5,20060101,20220428
702758,99999,DEADHORSE ALPINE AIR,US,AK,W,PALP,70.333,-150.933,5.0,20040608,20051231
702770,26438,SEWARD AIRPORT,US,AK,W,PAWD,60.129,-149.418,4.1,20060101,20220428
702770,99999,SEWARD,US,AK,W,PAWD,60.117,-149.45,18.0,19450101,20051231
702790,26417,CAPE HINCHINBROOK,US,AK,W,,60.233,-146.65,56.0,19740101,19800622
702795,99999,HINCHINBROOK,US,AK,W,,60.4,-146.083,110.0,19730101,19740529
702910,26412,NORTHWAY AIRPORT,US,AK,W,PAOR,62.961,-141.938,523.2,19450101,20220428
702913,46402,DEVILS MOUNTAIN LODGE AIRPORT,US,AK,W,PABN,62.402,-142.995,877.8,20060101,20141001
702913,99999,NABESNA/DEVIL MTN,US,AK,W,PABN,62.4,-143.0,878.0,19920416,20051231
702915,26486,DUFFY'S TAVERN AIRPORT,US,AK,W,PADT,62.709,-143.981,668.1,20060101,20110701
702915,99999,SLANA AIRPORT,US,AK,W,PADT,62.7,-143.983,730.0,19740904,20051231
702923,26440,TANACROSS,US,AK,W,TSG,63.383,-143.333,472.0,19440522,19500901
702924,99999,TOK,US,AK,W,PATJ,63.317,-142.717,509.0,19771006,19850729
702960,26410,M.K.(MUDHOLE) SMITH ARPT,US,AK,W,PACV,60.486,-145.445,14.7,19420611,20220428
702965,99999,JOHNSTONE POINT,US,AK,W,,60.483,-146.6,14.0,19750401,19820729
702980,26445,YAKATAGA,US,AK,W,PACY,60.083,-142.5,11.0,19730315,19990706
702986,26557,BIG RIVER LAKE,US,AK,W,PALV,60.814,-152.297,18.3,20060101,20190808
702986,99999,BIG RIVER LAKE,US,AK,W,PALV,60.817,-152.3,12.0,19780823,20051231
702987,99999,NIGHTMUTE,US,AK,W,,60.467,-164.7,4.0,19840911,19850509
703050,25623,CAPE HEWENHAM LRRS AIRPORT,US,AK,W,PAEH,58.65,-162.067,164.9,20060101,20220427
703050,99999,CAPE NEWENHAM AFS,US,AK,W,PAEH,58.65,-162.067,161.0,19530726,20051231
703051,26521,HOLY CROSS AIRPORT,US,AK,W,PAHC,62.183,-159.767,6.1,20060101,20220428
703051,99999,HOLY CROSS,US,AK,W,PAHC,62.183,-159.783,21.0,20050929,20051231
703052,26652,KALSKAG AIRPORT,US,AK,W,PALG,61.536,-160.341,16.8,20060117,20220428
703052,99999,KALSKAG,US,AK,W,PALG,61.533,-160.333,17.0,20050929,20051130
703053,26654,RUSSIAN MISSION AIRPORT,US,AK,W,PARS,61.775,-161.319,15.5,20060101,20220428
703053,99999,RUSSIAN MISSION,US,AK,W,PARS,61.767,-161.317,15.0,19760512,20051231
703054,108,SCAMMON BAY AIRPORT,US,AK,W,PACM,61.85,-165.567,4.3,20050929,20220428
703054,99999,SCAMMON BAY,US,AK,W,PACM,61.845,-165.571,4.3,20080101,20081231
703055,109,MANOKOTAK AIRPORT,US,AK,W,PAMB,58.983,-159.05,15.9,20050929,20220428
703055,99999,MANOKOTAK,US,AK,W,PAMB,58.99,-159.05,16.0,20080101,20080919
703056,26635,MOUNTAIN VILLAGE AIRPORT,US,AK,W,PAMO,62.095,-163.682,102.7,20060101,20220426
703056,99999,MOUNTAIN VILLAGE,US,AK,W,PAMO,62.1,-163.683,15.0,20050929,20051231
703057,26653,TOKSOOK BAY AIRPORT,US,AK,W,PAOO,60.541,-165.087,18.0,20060101,20220428
703057,99999,TOOKSOK BAY,US,AK,W,PAOO,60.533,-165.083,21.0,20050929,20051231
703058,110,NELSON LAGOON AIRPORT,US,AK,W,PAOU,56.017,-161.167,4.3,20050930,20220428
703058,99999,NELSON LAGOON,US,AK,W,PAOU,56.01,-161.16,4.0,20080101,20081231
703059,99999,KING COVE,US,AK,W,PAVC,55.17,-162.27,47.0,20050930,20220427
703061,25521,IGIUGIG AIRPORT,US,AK,W,PAIG,59.324,-155.902,27.4,20060101,20220428
703061,99999,IGIUGIG,US,AK,W,PAIG,59.3,-155.9,27.0,20050929,20051231
703080,25713,ST PAUL ISLAND AIRPORT,US,AK,W,PASN,57.155,-170.223,8.0,19431105,20220428
703160,25624,COLD BAY AIRPORT,US,AK,W,PACD,55.221,-162.732,22.0,19420304,20220428
703165,25617,SAND POINT AIRPORT,US,AK,W,PASD,55.319,-160.521,6.4,20050101,20220428
703165,99999,SAND POINT,US,AK,W,,55.333,-160.5,6.0,19730107,20041231
703210,25513,DILLINGHAM AIRPORT,US,AK,W,PADL,59.05,-158.517,26.2,20060101,20220428
703210,99999,DILLINGHAM MUNI,US,AK,W,PADL,59.05,-158.517,29.0,19730101,20051231
703260,25503,KING SALMON AIRPORT,US,AK,W,PAKN,58.683,-156.656,20.0,19420110,20220428
703263,99999,KING SALMON,US,AK,W,,58.683,-156.683,17.0,19801002,19960630
703330,25508,PORT HEIDEN AIRPORT,US,AK,W,PAPH,56.959,-158.632,26.8,20060101,20220428
703330,99999,PORT HEIDEN,US,AK,W,PAPH,56.95,-158.617,29.0,19420803,20051231
703333,25518,CHIGNIK AIRPORT,US,AK,W,PAJC,56.311,-158.373,5.5,20060101,20220427
703333,99999,CHIGNIK AIRPORT,US,AK,W,PAJC,56.31,-158.367,6.0,19980226,20051231
703334,25519,EGEGIK AIRPORT,US,AK,W,PAII,58.185,-157.386,28.0,20060101,20220428
703334,99999,EGEGIK(AWOS),US,AK,W,PAII,58.417,-157.367,28.0,19930520,20051231
703335,99999,SOUTH NAKNEK ARPT,US,AK,W,PFWS,58.7,-157.0,49.4,19940818,20220427
703400,25506,ILIAMNA AIRPORT,US,AK,W,PAIL,59.749,-154.909,46.4,19730101,20220428
703406,26546,PORT ALSWORTH AIRPORT,US,AK,W,PALJ,60.204,-154.316,79.3,20050101,20220425
703406,99999,PORT ALSWORTH AIR,US,AK,W,PALJ,60.2,-154.317,85.0,19730101,20041231
703407,26553,SLEETMUTE AIRPORT,US,AK,W,PASL,61.717,-157.15,54.3,20060101,20220428
703407,99999,SLEETMUTE,US,AK,W,PASL,61.717,-157.15,54.0,19940314,20051231
703410,25507,HOMER AIRPORT,US,AK,W,PAHO,59.642,-151.491,19.1,19730101,20220428
703430,25402,MIDDLETON ISLAND METEOROLOGY,US,AK,W,PAMD,59.433,-146.333,30.5,19450101,20220428
703430,25403,MIDDLETON ISLAND,US,AK,W,PAMD,59.433,-146.333,14.0,19771101,19991231
703430,99999,MIDDLETON ISLAND,US,AK,W,PAMD,59.433,-146.333,14.0,20000101,20041231
703431,25402,MIDDLETON ISLAND AUT,US,AK,W,PAMD,59.433,-146.333,14.0,19730105,19771121
703500,25501,KODIAK AIRPORT,US,AK,W,PADQ,57.751,-152.488,5.0,19450101,20220428
703570,99999,SITKINAK(USCG),US,AK,W,,56.55,-154.133,17.0,19730104,19790105
703600,99999,CAPE SAINT ELIAS,US,AK,W,,59.8,-144.6,18.0,19730101,19810424
703604,99999,HOMER,US,AK,W,,59.633,-151.467,26.0,19790316,20081231
703605,25604,PLATINUM AIRPORT,US,AK,W,PAPM,59.011,-161.82,4.6,20060323,20220428
703605,99999,PLATINUM,US,AK,W,PAPM,59.0,-161.817,5.0,19421001,20050927
703606,25629,TOGIAK AIRPORT,US,AK,W,PATG,59.067,-160.367,6.1,20060101,20220427
703606,99999,TOGIAK,US,AK,W,PATG,59.05,-160.383,6.0,19891201,20051231
703610,25339,YAKUTAT AIRPORT,US,AK,W,PAYA,59.512,-139.671,12.6,19410501,20220428
703615,99999,OCEAN CAPE (CGS),US,AK,W,,59.517,-139.767,3.0,19770610,19770610
703620,25335,SKAGWAY AIRPORT,US,AK,W,PAGY,59.454,-135.328,7.4,19431001,20220428
703621,25516,SELDOVIA AIRPORT,US,AK,W,PASO,59.446,-151.707,8.7,20060101,20220428
703621,99999,SELDOVIA ARPT,US,AK,W,PASO,59.45,-151.7,9.0,19980316,20051231
703625,99999,HAINES BOAT HARBOR,US,AK,W,,59.233,-135.433,10.0,19730719,19960429
703626,25323,HAINES,US,AK,W,PAHN,59.243,-135.511,6.4,19960613,20220426
703627,99999,PEDRO BAY,US,AK,W,,59.783,-154.133,14.0,20040702,20040928
703640,99999,ELDRED ROCK,US,AK,W,,58.967,-135.217,10.0,19730101,20010718
703644,27515,NUIQSUT AIRPORT,US,AK,W,PAQT,70.213,-150.994,11.3,20060101,20220428
703644,99999,NUIQSUT,US,AK,W,PAQT,70.2,-151.0,12.0,19990114,20051231
703650,25316,CAPE SPENCER,US,AK,W,KCSP,58.2,-136.633,27.1,19730101,19891011
703655,26552,HUSLIA AIRPORT,US,AK,W,PAHL,65.698,-156.351,54.9,20060101,20220428
703655,99999,HUSLIA,US,AK,W,PAHL,65.7,-156.633,65.0,20041228,20051231
703656,99999,QUINHAGAK AIRPORT,US,AK,W,PAQH,59.75,-161.833,13.0,20140211,20220427
703670,25322,GUSTAVUS,US,AK,W,PAGS,58.411,-135.709,12.2,19760801,20220428
703670,99999,GUSTAVUS,US,AK,W,PAGS,58.425,-135.707,10.0,20000101,20041231
703675,99999,SISTERS ISLAND,US,AK,W,SSR,58.167,-135.25,11.0,19730101,19840701
703710,25333,SITKA ROCKY GUTIERREZ ARPT,US,AK,W,PASI,57.047,-135.367,6.0,19730101,20220428
703715,99999,BIORKA ISLAND SAWRS,US,AK,W,,56.85,-135.533,15.0,19730101,19780829
703724,99999,WILLOW WEST,US,AK,W,,61.75,-150.05,63.4,19771203,19910124
703810,25309,JUNEAU INTERNATIONAL,US,AK,W,PAJN,58.354,-134.556,5.9,19730101,20220428
703815,99999,PT. RETREAT (AMOS),US,AK,W,,58.4,-134.95,15.0,19730101,19891011
703816,99999,FUNTER BAY SEAPLANE,US,AK,W,,58.25,-134.9,0.0,19740428,19960630
703817,25357,ELFIN COVE SEAPLANE BASE,US,AK,W,PAEL,58.192,-136.344,6.1,20060101,20220428
703817,99999,ELFIN COVE SEAPLANE,US,AK,W,PAEL,58.2,-136.35,0.0,19741219,20051231
703830,25310,ANGOON SEAPLANE BASE,US,AK,W,PAGN,57.499,-134.586,8.5,19730101,20220428
703835,25628,ST. GEORGE AIRPORT,US,AK,W,PAPB,56.575,-169.663,32.0,20060101,20211230
703835,99999,ST GEORGE,US,AK,W,PAPB,56.567,-169.65,38.0,19980226,20051231
703855,25369,KAKE AIRPORT,US,AK,W,PAFE,56.967,-133.9,52.4,20060101,20220428
703855,99999,KAKE,US,AK,W,PAFE,56.95,-133.9,52.0,19730101,20051231
703860,25329,JAMES A JOHNSON AIRPORT,US,AK,W,PAPG,56.806,-132.937,32.6,19730101,20220428
703860,99999,PETERSBURG,US,AK,W,PAPG,56.817,-132.967,0.0,20000101,20041231
703863,99999,FREDERICKS POINT,US,AK,W,,56.8,-132.817,3.0,19850618,19850618
703865,99999,LEVEL ISLAND,US,AK,W,,56.467,-133.1,30.0,19730901,19780329
703870,25338,WRANGELL AIRPORT,US,AK,W,PAWG,56.473,-132.387,17.1,20060101,20220428
703870,99999,WRANGELL,US,AK,W,PAWG,56.484,-132.37,13.0,19730101,20051231
703880,25315,CAPE DECISION,US,AK,W,KCDE,56.0,-134.133,14.9,19730101,19891011
703880,99999,CAPE DECISION(AMOS),US,AK,W,CDE,56.0,-134.133,14.9,20001201,20041123
703884,25376,HYDABURG SEAPLANE BASE,US,AK,W,PAHY,55.206,-132.828,0.0,20060101,20220428
703884,99999,HYDABURG SEAPLANE BA,US,AK,W,PAHY,55.2,-132.833,0.0,19781205,20051231
703885,99999,CAPE POLE SEAPLANE,US,AK,W,Z27,55.967,-133.8,1.0,19740318,19780801
703886,25348,PORT ALEXANDER SPB,US,AK,W,PAAP,56.247,-134.645,3.7,20060101,20151117
703886,99999,PORT ALEXANDER,US,AK,W,PAAP,56.247,-134.65,0.0,19790507,20051231
703888,111,SHAKTOOLIK AIRPORT,US,AK,W,PFSH,64.37,-161.224,7.0,20101101,20220428
703891,99999,ELIM AIRPORT,US,AK,W,PFEL,64.617,-162.267,49.0,20130731,20220427
703894,25367,KLAWOCK AIRPORT,US,AK,W,PAKW,55.582,-133.075,20.8,20000101,20220428
703894,99999,KLAWOCK,US,AK,W,PAKW,55.567,-133.067,24.0,19801015,19991231
703920,25317,CRAIG SEAPLANE,US,AK,W,CGA,55.483,-133.15,0.0,19730102,19740129
703920,99999,CRAIG SEAPLANE,US,AK,W,,55.483,-133.15,0.0,20020425,20020425
703921,99999,,US,AK,W,,,,,19740301,19740331
703925,112,KOLIGANEK AIRPORT,US,AK,W,PAJZ,59.733,-157.267,82.3,20070521,20220428
703925,99999,KOLIGANEK,US,AK,W,PAJZ,59.73,-157.26,82.0,20080101,20081231
703926,99999,AKHIOK,US,AK,W,PAKH,56.933,-154.183,13.0,20070521,20220427
703950,25325,KETCHIKAN INTL AIRPORT,US,AK,W,PAKT,55.359,-131.722,25.7,19730101,20220428
703980,25308,ANNETTE ISLAND AIRPORT,US,AK,W,PANT,55.039,-131.579,33.2,19410714,20191001
703985,25377,METLAKATLA SEAPLANE BASE,US,AK,W,PAMM,55.131,-131.578,0.0,20060101,20220428
703985,99999,METLAKATLA SEAPLANE,US,AK,W,PAMM,55.133,-131.583,0.0,19980226,20051231
704090,45709,ATTU,US,AK,W,,52.833,173.183,21.0,19430607,19871020
704140,45715,EARECKSON AIR STATION AIRPORT,US,AK,W,PASY,52.717,174.1,37.2,20050101,20220428
704140,99999,EARECKSON AS,US,AK,W,PASY,52.717,174.1,31.0,19430621,20041231
704540,25704,ADAK NAS,US,AK,W,PADK,51.883,-176.65,5.2,19421030,20220428
704540,99999,ADAK (NAS),US,AK,W,PADK,51.883,-176.65,5.0,20000101,20031231
704545,99999,AMCHITKA ISLAND,US,AK,W,,51.383,179.267,69.0,19430131,19931001
704820,25626,NIKOLSKI,US,AK,W,,52.95,-168.85,21.0,19420910,19940514
704851,99999,UMNAK (FORT GLEN),US,AK,W,,53.367,-167.9,39.0,19420226,19501123
704890,25616,DUTCH HARBOR AIRPORT,US,AK,W,PADU,53.895,-166.543,3.1,20081124,20220428
704890,99999,DUTCH HARBOR,US,AK,W,PADU,53.9,-166.55,4.0,19460101,20081123
704891,99999,NORTH ROCK HARBOR,US,AK,W,,53.883,-166.533,4.0,19760801,19761018
704895,99999,CAPE SARICHEF ARPT,US,AK,W,,54.6,-164.933,9.0,19730104,19800802
704896,25625,PORT MOLLER,US,AK,W,KPML,56.0,-160.517,321.0,19590626,19740306
704897,25515,DRIFTWOOD BAY,US,AK,W,KDFB,53.967,-166.85,395.9,19730207,19731224
704898,113,ROBERT (BOB) CURTIS MEMORIAL,US,AK,W,PFNO,66.818,-161.022,17.1,20110525,20220428
704898,99999,REBERT (BOB) CURTIS MEMORIAL,US,AK,W,PFNO,66.818,-161.022,16.8,19730103,19910124
711680,99999,SIOUX FALLS CLIMATE,US,SD,MW,,43.733,-96.633,481.5,19941001,20220427
713407,99999,SLEETMUTE,US,AK,W,SLQ,61.717,-157.15,54.0,19940103,19940404
720021,99999,BOOTHVILLE HELIPORT,US,LA,S,,29.35,-89.43,1.0,20040224,20130430
720046,99999,NEWHALL,US,CA,W,K3A6,34.37,-118.57,427.0,20040224,20110905
720048,99999,EUGENE ISLAND 330,US,LA,S,,28.08,-92.7,0.0,20040316,20090801
720059,99999,VALLE,US,AZ,W,K40G,35.651,-112.148,1828.5,20040408,20040614
720110,53983,LLANO MUNICIPAL AIRPORT,US,TX,S,KAQO,30.784,-98.662,335.9,20050101,20220428
720110,99999,LLANO MUNI,US,TX,S,KAQO,30.784,-98.662,336.0,20040806,20041231
720113,54829,OAKLAND/TROY AIRPORT,US,MI,MW,KVLL,42.543,-83.178,218.2,20050101,20220428
720113,99999,OAKLAND TROY,US,MI,MW,KVLL,42.543,-83.178,222.0,20041230,20041231
720120,63837,HILTON HEAD AIRPORT,US,SC,S,KHXD,32.217,-80.7,7.3,20060101,20220428
720120,99999,HILTON HEAD,US,SC,S,KHXD,32.217,-80.7,6.0,20040904,20051231
720122,114,STARR BROWNING AIRSTRIP,US,MT,W,K8S0,48.6,-113.117,1419.2,20140731,20150930
720129,99999,AUSTIN ARPT,US,NV,W,KTMT,39.468,-117.197,1748.1,20170510,20220427
720137,4867,MORS MUNI-J.R. WSBRN FD AP,US,IL,MW,KC09,41.425,-88.419,178.0,20060101,20220426
720137,99999,MORRIS MUNI J R WAS,US,IL,MW,KC09,41.433,-88.417,178.0,20040224,20051231
720141,4868,MARSHALL CO,US,IL,MW,KC75,41.019,-89.386,173.1,20060101,20130430
720141,99999,MARSHALL CO,US,IL,MW,,41.019,-89.386,173.1,20040224,20051231
720151,3049,ALPINE-CASPARIS MUNI ARPT,US,TX,S,KE38,30.383,-103.683,1375.6,20060101,20220428
720151,99999,ALPINE CASPARIS MUNI,US,TX,S,KE38,30.384,-103.684,1376.0,20040426,20051231
720159,99999,HIGH ISLAND 264C,US,LA,S,KH08,28.467,-93.733,30.0,20040414,20130510
720160,63884,KEE FLD,US,WV,S,KI16,37.601,-81.559,543.5,20060101,20130501
720160,99999,KEE FLD,US,WV,S,,37.6,-81.559,543.5,20040803,20051231
720165,99999,WARNER SPRINGS GLIDERPORT,US,CA,W,,34.264,-116.854,2056.8,20070307,20130430
720168,99999,COVINGTON MUNI,US,TN,S,KM04,35.583,-89.587,85.3,20170427,20220427
720169,116,WASHINGTON REGIONAL AIRPORT,US,MO,MW,KFYG,38.583,-91.0,149.1,20120209,20220428
720170,63851,METROPOLIS MUNICIPAL AIRPORT,US,IL,MW,KM30,37.186,-88.751,117.0,20060101,20220428
720170,99999,METROPOLIS MUNICIPAL,US,IL,MW,KM30,37.186,-88.751,117.0,20040803,20051231
720171,99999,WILLIAM L WHITEHURST FLD,US,TN,S,KM08,35.214,-89.043,152.1,20160804,20220427
720172,53996,MENA INTERMOUNTAIN MUNICIPAL,US,AR,S,KMEZ,34.545,-94.203,328.9,20060101,20220428
720172,99999,MENA INTERMOUNTAIN,US,AR,S,KMEZ,34.545,-94.203,329.0,20041103,20051231
720175,53919,MONTCELO MUNI/ELLIS FLD AP,US,AR,S,KLLQ,33.636,-91.756,85.0,20050101,20220428
720193,117,LONNIE POOL FIELD WEAVERVILLE,US,CA,W,KO54,40.747,-122.922,716.3,20101030,20200812
720198,54813,MUNISING LAKESHORE,US,MI,MW,KP53,46.412,-86.65,186.5,20060101,20220428
720198,99999,MUNISING LAKESHORE O,US,MI,MW,KP53,46.417,-86.65,187.0,20041028,20051231
720202,118,TILLAMOOK AIRPORT,US,OR,W,KTMK,45.417,-123.817,11.3,20050103,20220428
720202,99999,TILLAMOOK AWS,US,OR,W,KTMK,45.417,-123.817,11.0,20040429,20081231
720254,119,CHEHALIS CENTRALIA AIRPORT,US,WA,W,KCLS,46.683,-122.983,54.3,20070216,20220428
720254,99999,CHEHALIS CENTRALIA,US,WA,W,KCLS,46.677,-122.983,53.6,20080101,20081231
720255,99999,MIAMI MUNI,US,OK,S,KMIO,36.909,-94.888,246.3,20190828,20220427
720257,63835,EARLY COUNTY AIRPORT,US,GA,S,KBIJ,31.397,-84.895,65.2,20060101,20220428
720257,99999,EARLY CO,US,GA,S,KBIJ,31.4,-84.9,65.0,20040525,20051231
720258,4997,ISEDOR IVERSON AIRPORT,US,MN,MW,KHZX,46.619,-93.31,374.3,20060101,20220428
720258,99999,ISEDOR IVERSON,US,MN,MW,KHZX,46.617,-93.317,374.0,20040525,20051231
720259,63844,MACON CO,US,NC,S,K1A5,35.223,-83.419,615.7,20060101,20130501
720259,99999,MACON CO,US,NC,S,,35.223,-83.419,615.7,20040525,20051231
720261,53976,BRIDGEPORT MUNICIPAL ARPT,US,TX,S,KXBP,33.175,-97.828,259.4,20060101,20220428
720261,99999,BRIDGEPORT MUNI,US,TX,S,KXBP,33.183,-97.833,260.0,20040525,20051231
720262,94076,MC ELROY AFLD,US,CO,W,K20V,40.054,-106.369,2258.9,20060101,20130430
720262,99999,MC ELROY AFLD,US,CO,W,,40.054,-106.369,2258.9,20040525,20051231
720263,63834,ELBERT CO-PATZ FLD AIRPORT,US,GA,S,K27A,34.095,-82.816,183.8,20050101,20190913
720263,99999,ELBERT CO PATZ FLD,US,GA,S,,34.095,-82.816,183.8,20040525,20041231
720264,63827,TAZEWELL COUNTY AIRPORT,US,VA,S,K6V3,37.064,-81.798,808.3,20060101,20130430
720264,99999,TAZEWELL COUNTY ARPT,US,VA,S,KJFZ,37.067,-81.8,808.0,20040525,20051231
720265,63833,THOMAS C RUSSELL FLD ARPT,US,AL,S,KALX,32.915,-85.963,209.1,20060101,20220428
720265,99999,THOMAS C RUSSELL FLD,US,AL,S,KALX,32.917,-85.967,209.0,20040525,20051231
720266,54809,WARSAW MUNICIPAL AIRPORT,US,IN,MW,KASW,41.275,-85.84,259.1,20060101,20220429
720266,99999,WARSAW MUNICIPAL,US,IN,MW,KASW,41.267,-85.833,259.0,20040525,20051231
720267,23224,AUBURN MUNICIPAL AIRPORT,US,CA,W,KAUN,38.955,-121.082,466.7,20060101,20220428
720267,99999,AUBURN MUNICIPAL,US,CA,W,KAUN,38.955,-121.082,468.0,20040525,20051231
720268,53882,DCATR CO INDUS AIRPK ARPT,US,GA,S,KBGE,30.983,-84.633,43.0,20060101,20220428
720268,99999,DECATUR CO INDUSTRI,US,GA,S,KBGE,30.967,-84.633,43.0,20040525,20051231
720269,12982,BROOKS COUNTY AIRPORT,US,TX,S,KBKS,27.207,-98.121,34.1,20060101,20220428
720269,99999,BROOKS CO,US,TX,S,KBKS,27.2,-98.117,34.0,20040525,20051231
720271,3044,BIG SRNG MCMHN-WRKLE ARPT,US,TX,S,KBPG,32.213,-101.521,784.3,20060101,20220428
720271,99999,BIG SPRING MCMAHON,US,TX,S,KBPG,32.217,-101.517,784.0,20040525,20051231
720272,94282,SKAGIT REGIONAL AIRPORT,US,WA,W,KBVS,48.467,-122.417,42.7,20060101,20220428
720272,99999,SKAGIT RGNL,US,WA,W,KBVS,48.467,-122.417,44.0,20040525,20051231
720273,12981,BAY CITY MUNICIPAL AIRPORT,US,TX,S,KBYY,28.973,-95.863,13.7,20060101,20220428
720273,99999,BAY CITY MUNI,US,TX,S,KBYY,28.967,-95.867,14.0,20040525,20051231
720274,93799,COLUMBUS CO MUNICIPAL ARPT,US,NC,S,KCPC,34.273,-78.715,29.9,20060101,20220428
720274,99999,COLUMBUS CO MUNI,US,NC,S,KCPC,34.267,-78.717,30.0,20040525,20051231
720275,4872,TOLEDO SUBURBAN AIRPORT,US,MI,MW,KDUH,41.736,-83.655,203.9,20060101,20220428
720275,99999,LAMBERTVILLE,US,MI,MW,KDUH,41.733,-83.65,204.0,20040525,20051231
720276,12983,EDINBURG INTL AIRPORT,US,TX,S,KEBG,26.442,-98.129,24.4,20060101,20220428
720276,99999,EDINBURG INTL,US,TX,S,KEBG,26.442,-98.122,23.0,20040525,20051231
720277,63843,SHELBY MUNICIPAL AIRPORT,US,NC,S,KEHO,35.256,-81.601,258.2,20060101,20220428
720277,99999,SHELBY MUNI,US,NC,S,KEHO,35.256,-81.601,258.0,20040525,20051231
720278,3704,EMPORIA-GRENVLE RGNL ARPT,US,VA,S,KEMV,36.687,-77.483,38.7,20060101,20220428
720278,99999,EMPORIA GREENSVILLE,US,VA,S,KEMV,36.687,-77.483,39.0,20040525,20051231
720279,3705,CURTIS L BROWN JR FLD ARPT,US,NC,S,KEYF,34.602,-78.578,40.5,20060101,20220428
720279,99999,C L BROWN JR FLD,US,NC,S,KEYF,34.6,-78.583,41.0,20040525,20051231
720281,53969,WILBARGER CO,US,TX,S,KF05,34.226,-99.284,385.6,20060101,20130430
720281,99999,WILBARGER CO,US,TX,S,,34.226,-99.284,385.6,20040525,20051231
720282,3736,FIRST FLIGHT AIRPORT,US,NC,S,KFFA,36.018,-75.671,4.0,20060101,20220428
720282,99999,FIRST FLIGHT,US,NC,S,KFFA,36.018,-75.671,4.0,20040525,20051231
720283,4927,FILLMORE COUNTY AIRPORT,US,MN,MW,KFKA,43.677,-92.18,388.9,20060101,20220428
720283,99999,FILLMORE CO,US,MN,MW,KFKA,43.677,-92.18,389.0,20040525,20051231
720284,4877,FITCH H BEACH AIRPORT,US,MI,MW,KFPK,42.574,-84.811,267.6,20060101,20220428
720284,99999,CHARLOTTE,US,MI,MW,KFPK,42.567,-84.817,271.0,20040525,20051231
720285,3734,MIDDLE PENINSULA REGIONAL AIR,US,VA,S,KFYJ,37.521,-76.765,7.3,20060101,20220428
720285,99999,MIDDLE PENINSULA RGN,US,VA,S,KFYJ,37.517,-76.767,7.0,20040525,20051231
720286,53977,GRANBURY MUNICIPAL ARPT,US,TX,S,KGDJ,32.444,-97.817,237.1,20060101,20220428
720286,99999,GRANBURY MUNI,US,TX,S,KGDJ,32.45,-97.817,237.0,20040525,20051231
